<<<<<<< HEAD
,OldFusionNetwork_1,ZedFusionNetwork_2
0,0.9134035706520081,0.9016410708427429
1,0.8957223296165466,0.9439111351966858
2,0.768730878829956,0.7843649387359619
3,0.7094818353652954,0.7506078481674194
4,0.9054275751113892,0.9174273610115051
=======
,DataParallel_5
0,0.880946934223175
1,0.9347785115242004
2,0.7683311104774475
3,0.7401885390281677
4,0.9238930344581604
>>>>>>> a13f21ae50adc97d872940a04e7625b4aead4232
